en,ja
These bones are quite porous.,骨は非常に多孔質で
What?,何？
We're going to get you to the hospital.,病院に連れて行く
I don't know. It's just crazy withdrawal talk.,禁断症状のせL丶よ
All right.,そうか
- That was good.,- やったね
And why are you telling me this?,なぜそんな話を私に？
They do not know that you were recovered alive from the accident.,彼らは君が事故から 生還したことを知らなかった
I take for granted that my answer is correct.,私は当然私の解答が正しいと思っている。
As a matter of fact.,実を言うと　そう
They fought against the enemy.,彼らは敵と戦った。
I'm here to see Marcus about the shuttle crash.,シャトル撃墜の件で マーカス氏に
of July,7月
"How far, how far, is that which you are promised.",そんな約束はまったくあり得ません。
We didn't want you to be that... thing.,"我々は君がただの""物""にならない様にと思い。"
I'm gonna teach you to hate spending money.,金が嫌いになる事を 教えてやる
"Thing is, it isn't a line, so, please... hear me when I say this.",［これは・・・セリフじゃない］ ［だから・・・］ ［僕の言葉を聞いて欲しい］
It is still immoral.,それは反道徳的だ。
"Hey, I found some water.",水があったわ
Fucking get in there. Fuck off!,こっちに来い！
- Director Fury himself.,- フューリー長官からの勅命よ。
What is your role with them? Role?,でも非難するなら シラフで
I just wanted to see if I could hurt her.,偽のプロフィールを作ったのか 彼女の心を傷つけることが出来るかどうか ただ確かめたかったの
Klein.,クライン
I can't believe I'm here.,信じられないわ
- My name is Ramey.,- 私の名はレミー
"You were disoriented, and speaking to Jaye seemed to be helping.",必要ないと思い あなたは混乱していた ジャヤを助けているように 見えました
I did.,私よ
"He said: assuredlY ye, ye and your fathers, have been in error manifest.",かれは言った。「あなたがたとあなたがたの祖先は，明らかに誤っていたのである。」
Oxford's not Brogue's?,"""オックスフォードに 飾りはいらない"""
Don't need it.,（徹） いらねえよ
- I'm gonna take a shower.,シャワーを
"And (as for) those who disbelieve, for them is destruction and He has made their deeds ineffective.",また信仰なき者には滅亡（があるだけ）で，その行いを迷わせられる。
"""C, L, M.""","""Ｃ Ｌ Ｍ"""
I can't eat any more.,無理よ　もう...
It depends on the level of encryption they've used.,分からん 暗号次第だ
This is not a drill.,「これは 訓練ではない」
These boxes are fragile.,これらのダンボールは壊れ易い。
-Good evening. -Good evening.,（ﾄﾘﾝﾄﾞﾙ）こんばんは （一同）こんばんは
That your grandfather was killed.,お祖父様が殺されて
– Lots of gals where you from named Broomhilda?,ドイツじゃ多い名前？
He comes from peasant stock.,彼は農民の家系だ
"Yeah, I really don't see how I can be of any help.",ええ、私は実際に表示されない どのように私は助けになることができます。
Eric played a sweet tune on the piano.,エリックはピアノで甘い曲を弾いた。
I'm having some... difficulties.,多少てこずっている
We don't need these.,これは　いらない
You think he was telling the truth?,話を信じるか？
Fit to & Selection,選択領域に合わせる(S)
You get to walk out of the woods.,森を抜けろ
"Well, it's nothing new for you, Oliver.",今に始まった事じゃないわ　オリバー
please.,ルーシー　追加だ
Unknown error. Code %1,未知のエラー。コード %1
But I can't wear them.,でも付けられない
Thrust this into another man's flesh... and they will applaud and love you for that.,相手に剣を刺せ 喝采を浴びる
Please replace the empty ink jet cartridge in the printer.,プリンターの空のインクを取り替えて下さい。
I swear.,私は誓います。
What about yours?,あなたの事なのよ
"Well, this is your business. I don't wanna play games with you.",関係ないわね あなたの問題
This is not a good time.,今それ必要な事?
- Third...,- 三つ目は...
Please drop it in the mail if it's not out of your way.,もし遠回りでなければポストに入れてください。
"Bite me, pigarina.",だまれ ピガリナ
That place on 6th. I know. You love it there.,君の好きな 6番通りのとこだろう
I wanna know if there are any threats against us for tonight.,今晩の彼等の企みは?
I'm just... you haven't even put your name on it.,ブログは匿名でやってるだろ？
Krishna,クリシュナー川waters_world-class.kgm
Format,フォーマット
Half the Tributes were in on it.,勝者の半分が仲間だった
- She's going after you.,- 彼女はあなたの後に起こっています。
I saw someone who was close to me.,俺と親しかった人を見た...
Where are you?,どこにいるの？
Draw ammann lines,Ammann 線を描く
But it's a cooperative.,コミューンと同じですね
《No more of this bitter melon...》,《もう　ゴーヤのことなんて》
There was a firearm discharged inside of this domicile.,この住居の室内から 発砲されている
Take her down.,降ろしなさい
- Where did you find them?,- どこで見つけたの？
You can talk to birds?,鳥と話せるの？
Wait for my signal.,俺の合図を待て
What was I thinking?,何のつもりだ？
Give me one kibidango.,黍団子一つください。
I'm hurting.,痛いんだ
- I hope you can finish this before your mother comes back.,私も ママには内緒だぞ
"My God, I flew Astrid in all the way from Berlin to take care of you.",おまえを世話をするために ベルリンから アストリッドを呼び寄せたんだぞ
Are you sure you wanna run around with these muppets?,脳無しと逃げ回りたいか？
"There's not enough rope, Asael!",- ロープが不足したらどうなる?
¶ Never a cloud in those bright blue skies,♪　Never a cloud in those bright blue skies
"All right, let me, uh...",じゃ、じゃあ...
Ask him to raise me to Heaven.,俺を天国に戻すよう 奴に頼め
I truly am.,心から詫びたい
My leg.,脚が！
The race is going ahead.,レースはスタートするよ
"All right, we split up.",いいか、 手分けするぞ、アール一緒に来い
Let me out of here! No! Time to return the favour!,ここから出してくれ お礼をさせて貰う
Stop being adorable and get down!,喜ばせないで 伏せろって
Go ahead.,どうぞ
Enter the name of the copy collection:,コピーするコレクションの名前を入力:
And now we go to museum square for this breaking news.,博物館前の広場です
Guided mutation?,"""意図的な突然変異"""
"""I but fulfil towards you the duties of my Lord's mission: Sincere is my advice to you, and I know from Allah something that ye know not.",わたしはあなたがたに，主の神託を宣べ伝え，また助言を呈する。わたしはあなたがたが知らないことを，アッラーから知るものである。
"Oh, it's more of a brooch, really.",どちらかというとブローチだが
No.,えぇ
Have a drink with me.,僕と飲まないか
Okay.,分かったわ
"Ila, there's nothing.",イラ 何もない
- What the fuck do you know?,何を知ってるって？
It's on the system. Under Tiernan.,ここに登録してある
Enjoy your retirement.,退職を楽しめ
_,もちろんだ　お渡しするよ
That's my advice to you today. Bob out.,今日の君へのアドバイスだ 以上
She'll be raised a Barlow.,あの子は　バーロウ家の一員になるだろう
Jay? - I'm doing good.,-　お元気ですか、ジェイ？
And if We willed We could have taken away the revelations which We have sent to you – you would then not find anyone who could advocate for you before Us for this.,かれがもし望むならば，あなたに啓示したものを取り上げることも出来る。その時それに就いて，われに逆らってあなたを弁護する者を見い出さないであろう。
I'm still alive!,生きてる
Proceed?,続けますか？
Motor control is looking good.,運動機能は良さそう
Diazepam...,ジアゼパム
"- Ice Cube, tell them.",- アイス・キューブ　彼らに伝えてくれ
– I'm not.,- 違うわ
I am a very appealing person.,私はスゴく魅力的なの
That's not what I meant.,そういう意味ではない
Is this a test?,これはテストですか？
It's better if I drove you all the way home.,私は君を車でお宅までお送りしたほうがよい。
"No! I mean, yes, but it wasn't like that.",いいえ そうよ でも、そんなんじゃない
Only an overgrown mophead like you would be stupid enough...,おまえのようなモップ頭は 本当に馬鹿で...
"Mikey, Carlos, L.J.?",マイキー　カルロス　ＬＪ
It's time we talk about Nasser Hejazi.,ナゼル・ハジャージについて 話してもいい頃よ
And I couldn't breathe.,そして私は息ができないの
She may be able to answer the question.,彼女はその質問に答えることができるかもしれない。
I got it!,やったんだ!
So we're gonna play a little game of show-and-tell.,ちょっとしたゲームをしよう
Grapes grow in bunches.,ブドウは房になってできる。
- Wait.,-　待って
The hound. I thought...,ハウンド、そうだ...
-I'm sure he has. -I haven't either.,（理子）絶対してるじゃん （百花）うちもない
The 7000 that was shot had twenty-five different parts... that didn't belong in it.,このロボットの内 25点が別の個体の物で
Representing Australia!,オーストラリア代表！
"I think that with you and I, working in tandem, if we can't get him there, no one can.",君と私で解決しよう 我々しか出来ない
"Well, we have to go.",行きましょう 少年の命が危ない
"-No, no...",-いや
"Hello, Big Brother.",ビッグ ブラザーになれたぞ
- They didn't do what I--,- あれじゃダメだ
I'm handling it.,それを処理してる
Is Mrs. Smith an English teacher?,スミスさんは英語の先生ですか？
Keep them under close surveillance.,厳重な監視の下でやらせるんだ ワープドライブが復旧したら
Got your message.,了解。
I'm embarrassed.,困っちゃうわ
"Sumerian, Hittite, or Akkadian?",シュメール？ ヒッタイト？
I need you to stand and fire into the air.,""" 立って空に発砲してくれ """
"What, you think I cut too deep?",クビにし過ぎか？
We are not gonna be around to find out.,俺らは見つけるために近くにいるんじゃないぞ
"We've got 'em driving the landlord's truck, and they used his weapon to commit the convenience store homicide.",大家の銃でコンビニ強盗だぞ
What did you give me?,何をした？
Anyways.,とにかくー
And I know this'll come as a shock to you.,だから私の話は 期待を裏切る事になります
I can get her to talk.,口を割らせる事が出来る
They will harm you if they can.,お主らを襲いかねん
Bank account's dry. His credit cards are maxed out.,銀行残高はなし カードは限度額一杯です
I had just turned six.,私は６歳の時
This means so much and you will shoot.,とても光栄です... ... そして、撃つ。
"Nothing under his nails, no prints.",爪が綺麗 指紋もない
- No! When?,それはいつ？
And the satans have not brought it down.,また悪魔たちがこれ（啓示）を（湾？）すこともないのである。
Went clean through.,奇麗に貫いて
"Pontecorvo didn't owe anyone money, he wasn't sleeping with anyone's wife, wasn't sleeping with anyone.",誰にも借金してないし よその奥さんと寝てもいないし 他に寝る相手もいなかった
Shit.,くそ
"I can understand why sifting through the world's biggest haystack would appeal to you, but we both know that is not what this is about.",世界一大きな干し草の山みたいなデータの調査が やりたくなった理由は　わかってる でも　もっと確かなのは
"Mr. Dan, we have our problems, but I always love you.",ダンさん あなたを愛しています
Yeah. Earlier today.,ええ　今日の朝
This place must have had a backup generator. I'll see if I can find it.,補助発電機が あるはずだ
This is what I was getting at in today's session.,これを今日 言おうとしたのよ
"When the bombs dropped, I was locked up in pelican bay. Solitary confinement.",爆弾が落ちたときは ペリカン・ベイの独房にいたんだ
"Fearless in a different way, getting in trouble, pulling pranks, thought rules were meant to be broken.",違う意味で恐れ知らずでトラブルを招き、 いたずらに、意図的に 規則を捻じ曲げたり・・・
You okay? Hanging in?,何か あったか？
"Yeah, and I can - - I can check for vagrancy arrests.",あぁ　逮捕された浮浪者も 調べてみるよ
They are so cute!,すごく可愛い！
"Hey, Doc,",なあ 先生
I'd stop worrying about it and take some action. The anxiety that comes from doing nothing is worse than any danger you might face.,いつまでも思い悩まないで、とりあえず動いてみたら。案ずるより産むが易しだよ。
- More authentic?,本格的だな
We come back with an eight-and-a-half pounder and take home gold.,４kgの獲物なんだからな 賞金はいただきだ
Who is this George?,ジョージってどんな男？
"Dren, okay, take it easy.",ドレン　落ち着くんだ
Johnny Five.,ジョニー・ファイヴ
I think Mr. Valentine and I shall have a tête-à-tête.,バレンタイン氏と 会う事に なりそうだ
Alright? - Give me my fucking rifle!,- 俺のライフルをくれ！
"Aunt Claire gave us special wristbands, right?",特別パスをくれたろ
"Well, I meant, didn't you have a secret life when you were that age?",自分があの歳の頃 隠し事もしなかったと?
Are you always this defensive?,- 否定するな 何でそう ムキになる？
Never mind that.,それは心配ない
What's Zona?,ゾナって？
I didn't even like hearing that.,酷い言われようだ
I didn't say that.,- そうは言ってない
Panama City,パナマシティーCity in Papua New Guinea
What do...,何をするかな
I fear it must be cut away.,恐れながら切除する必要あり
Jeans?,ジーンズね？
"Even though she's dead, I'm afraid Marissa's gonna tell everyone I killed him and they'll think I'm just like my dad.",彼女に全部バラされて パパと同類だと...
"All right, let's do it.",やってみる
!,！
I hope you could see it.,見て欲しい
This is the first place that my Dad and I came when we got here.,パパと初めて来た観光スポットよ
Suspected in the theft of a hundred M249,100のM249の盗難の疑いがある
The way they were talking...,- 行動だよ
-There's nothing to be nervous about.,- 怖がることはない
And they misled many. So do not give the evil-doers increase but in error.,かれらは既に多くの者を迷わせました。（主よ）迷いを放任されても，不義を行う者を多くしないで下さい。」
There's one too many.,一つ多いな
- The overkill device?,過剰殺戮兵器?
Bibi wants me to tell him how long this will take.,ビビがどのくらい時間がかかるか 知りたがっている
Air raid shelters. Every street has to have one.,空襲のための防空壕 どの通りにも必要だ
- Not if we have help.,- 援助があればな
"I'd shake your hand, but under the circumstances",手を出したいんだがね
LAN Gale died of natural causes.,警部　これは　どういうことです？
I promise.,約束する
Is he at Boston General?,ボストン病院？
- copies of the tapes.,-コピーすればさ
Everything on your goddamn table got AIDS.,みんなエイズ菌に侵されてる
Once I understood the coupling constant...,結合定数を理解して以来...
"Not an easy thing to crack, but I'd use one too if I had all my money on it.",当然だ そいつに全財産の情報が 入っていればな
The quarantine protocol's already in place.,すでに隔離手順に入った
"Only he couldn't prove that anyone had contacted him, so people thought he'd made the whole thing up.",でも結局　犯人から接触があったことを 彼は証明できなかったから すべては彼のでっち上げだと思われた
I talked Moat into letting Grace into the village.,モアトを説得して グレースを村に呼んだ
How then were My chastisement and My warnings?,あの時のわが懲罰と戒めとはどうであったか。
"In the meantime, all of Charleston is at your disposal.",全て大統領のご随意に
I don't see how it can.,やり方が分からない
- Kiss you?,- あんたにキス？
No!,いやだ！
- You can do it here.,- ここでは？
You just need to be strong for her.,あなたも無理しないで
"I had a tea too, at the Palace. If anyone's interested.",私もですが どうでもいいですね
Deny your faith.,お前が信仰を否定するのを
"Hey, look, I'm just the chemist here. I'm not the street guy, yo.",私は化学者で 売人の事情は知らん
A specific instrument?,特定の楽器...
"Irish, no worry.",アイリッシュ 心配すんな
What's wrong with you?,何なんだよ？
"RICHIE: He worked with all the unions, he was the leader of the state assembly, and he had just gotten gambling legalized in New Jersey to create jobs.",組合と働く 州議会の代表
Take care of yourself. - Yeah. See you soon.,身体大切に うん　ではまたすぐに
"My late husband's name, if you ever wanna talk about this.",亡くなった主人の 姓なの...
It's Hersh. Get out of there now.,ハーシュよ すぐにそこから逃げて
"We understand you have some information, material that we need.",我々が必要な物を 君は持っている
No.,いいえ
"The file ""%1"" is not readable.",ファイル %1は読み取り不可です。
YOU...,お前さー
I-I was making tea before-- mint and verbena.,ミントとバーベナの お茶を入れるけど
Hamza.,ハムザ
Please.,どうぞ
%1 Australian dollars,%1 オーストラリア・ドルamount in units (integer)
"So, okay...",分かった...
Ready my shuttle immediately.,私のシャトルを今直ぐ
- He's actually asking for more.,- 楽しんでる
What the fuck?,何だ？
The unexpected incident that creates those dangerous moments.,思いがけない出来事で 危険が生じます
So I would like you to pull your head,人々は死に掛かってる　だから 君に現実を直視して欲しい
You sure?,確かですか？
What do you THINK happened?,お前の意見は？
"Now, you realize that if even a whisper of what we've been up to gets out, you and I are gonna spend the rest of our lives in Guantanamo... if we're lucky.",わかってるな 我々のしてきたことが 表ざたになれば
"In 2008, the company that made that pager had no signal towers within 42 blocks of your old offices.",2008年　そのポケベルを作った会社には おたくの古いオフィスから４２ブロック以内に 電波塔が無かった
"Sir, we have armed insurgents moving this way. We need to make tracks.",連中が来ます 引き揚げましょう
The government has a secret system-- a machine that spies on you every hour of every day.,政府は極秘システムを持っています... マシンによっていつ何時も監視されているのだ
I ain't gonna beg!,命乞いなどするか！
What-what did he tell them?,何を話したんです？
Over there.,あそこ
It's a room above a diner.,ダイナーの二階の部屋でしょ
Live for nothing.,無意味に生きるか
You might want to get that looked at.,それは見せたかったかもな
Me too... Mahmoud it's not an easy name...,"""マホメド""は重たいわ"
You can only move image files up one at a time.,複数の画像ファイルを同時に上に移動することはできません。
"So, what if I told you at the time of the stabbing, Mr. Connors had reformed?",でもその事件当時 犯人は改心してたとしたら？
"You know, I don't even let my family drink out of plastic bottles.",よく解らないけど 家族には直接 ─ ペットボトルから 飲ませた事ないわ
"Your Honor, Quinn thought he was protecting Franny.",裁判官、クインは フラニーを守ったと思っています
- And tell me you can make it.,出れるって言ってくれ
You think you're the hero of a melodrama?,夢でも見ているのか ドラマじゃないんだぞ！
"Oh, this is much better.",おお これは良い
Charlie!,チャーリー！
"You see, his organized crime pals, they did this to him.",犯罪組織の仲間が 彼に　こんなことをした
"Now tell me, who is The Flash?",答えろ　フラッシュは誰だ？
She didn't let me in on her secret.,彼女は秘密をあかしてくれなかった。
"Pierpont's mother in Indianapolis,",インディアナポリスの ピアポンツの母親
"If you are a good boy, you shall have a nice cake.",いい子にしていればおいしいケーキをあげるよ。
- Look at me.,こちらを向いて!
He worked hard to make his child happy.,彼は子供を幸せにするために一生懸命働いた。
"Thanks, Alec.",ありがとう アレク
"Yeah, I know, but I need it now.",店で買える そうだけど 今すぐ欲しい
He's using her to analyze the flight key data.,データを分析してる
"Yeah, I do.",よく、分かったな
Look!,look do you see ?
No.,ほら
Because it takes 24 hours for the CONDOR to go active and hack all the programs.,コンドルが起動するまで 24時間掛かり 全てのプログラムをハックします
"Oh, there are several things I would like to say.",言いたいことはあります
"He killed Pike, he almost killed you, and now you think it's a good idea to pop open a torpedo because he dared you to.",提督を殺し お前も殺そうと その男の指示で 魚雷を開けると？
I'm going to hand you off to my detective.,例の刑事に引き渡す
I'm crashing the White House.,みんな避難を
"Um, Yamada",あの山田さあ
Now... even more so.,今日で もっと気になったね
"Grover, are you okay?",グルーバー、大丈夫？
When the earth is rocked with a terrible quake,大地が激しく揺れ，
"Hello, officer.",お巡りさん
You're gonna stand there while he throws those knives.,彼がナイフを投げる間 お前は、あそこに立ってろ
It's all about end times.,"""終末の時""が 書かれてるのか？"
"Maybe if I was a famous baseball player, or some guy who wore a suit to work...",
In Brighton.,ブライトン在住
I won't let you die,死なせない
"Say, ""I warn you only through the Revelation."" But the deaf can hear nothing when they are warned,",言ってやるがいい。「わたしは只啓示によって，あなたがたに警告するだけである。」だが聞かない者は，警告されてもその呼びかけが聞こえない。
It's Anthony.,アンソニーだ
"And this impostor, did he also steal your wife?",and this impostor この詐欺師 did he also steal your wife ? また 彼 あなたの 奥さんを盗んだ
Woman:,- あそこだと思います
Looks like you got yourself a new tenant.,新しい借主が 見つかったな
What is he?,そいつは 何物なんだ?
I've changed my job.,転職をした。
The person should John Carlyle.,ジョン・カーライルを
"Well, not exclusively.",常駐はしてないが
- Why do you do that?,なぜだ
"He used the store's phone, waited for an answer, hung up.",その際に　店から電話をしました
You guys don't have to worry.,お前らが 気をもむ必要もない
- Who is she?,何者だ！ ？ ？
"We're concerned, okay?",心配してるんだ
"Now, there appears to be a pattern forming here.",どこかで見た様な光景だな
Do you have a daughter?,娘さんがいるんですか
This is...,おかしな話だよ
"Be right in, sir.",わかりました
- Where is she? - What the fuck?,どこ行ったの？
"And they go, ""Huh?"" And ""What?"" Heh. Then they leave.","""え？"", ""何が？""と 言って出て行った"
I just found out last week that Kryptonite exists.,私は、先週クリプトナイトの 存在を知ったばかりよ。
The game had hardly started when they scored the first point.,試合が始まるとすぐに、彼らは先制点をあげた。
"Um, although it wasn't intentional, we were all raised with this idea that it was dangerous to know black people.",黒人に近づくなと 黒人と関わるのは危険だと 教え込まれて育ったんだ
And grateful.,感謝してるわ
Who's scruffy-looking?,誰が薄汚いって？
You can tell.,さぁね　もう長いよ
Sensitive psychopath.,繊細なサイコ野郎だ
- My Lady.,- 奥方様
Ladies and gentlemen. Your master of ceremonies...,さあ みなさん 式典の司会者―
What about you?,あなたは？
"And I say, ""Laura, how you doing?",...商品取引委員会の ローラ・グリーンに電話して言うの 「ハイ！
He shows His signs. How many of God's signs will you then deny?,そしてかれは種々の印を，（絶えず）あなたがたに示される。一体アッラーの印のどれをあなたがたは否定するのか。
"Sir, did you hear that?",聞こえましたか？
"You worry about yourself, skinny rat!",てめえの心配してろ！
"Fires highly concentrated, combustible liquid fuel that ignites on contact with the air.",空気と化合して燃える 液体燃料を使ったー 火炎放射器だ
He really looks worried.,困った顔だな
So I don't have a home.,だから家がない
"The roads out, completely blocked.",道路はまったく通れません。
Want some jam?,ジャムはいかが？
"Oh dear, I think my legs have fallen asleep I should probably come down.",足がしびれてきた そろそろ降りよう
"O My people! ask forgiveness of your Lord, then repent tcward Him; He will send the heaven upon you pouring, land He will add ycu strength upon your strength, and turn not away as guilty ones.",わたしの人びとよ，あなたがたの主の御赦しを請い求め，悔悟してかれに返れ。かれはあなたがたの上に天（から雲）を送り，豊かに雨を降らせ，あなたがたの力に更に力を添えられる。だからあなたがたは背き去って，罪を犯してはならない。」
"- Where? - Amsterdam, man.",アムステルダムだ
A well-adjusted knight in shining armour?,白馬にまたがった 素敵な騎士が必要か？
Do you have a minute?,いいですか？
"Do they not travel through the land, so that their hearts (and minds) may thus learn wisdom and their ears may thus learn to hear? Truly it is not their eyes that are blind, but their hearts which are in their breasts.",かれらは心に梧りが開けるよう，またその耳が聞くように，地上を旅しなかった。本当に盲人となったのは，かれらの視覚ではなく，寧ろ胸の中の心なのである。
I was angry.,話せ　オリバー
- so climb quickly.,- 迅速に離陸しろ
They're probably gonna throw us out of the plane. Really?,外へ放り出すさ
"According to real estate records and phone books, he spent five years in Rhinebeck...","""ラインベックに５年居住"""
"Sir, over here!",隊長！ ちょっと！
"Brad, get the camera.",カメラの用意を
Buses are for people who don't know each other.,バスに乗ってる人は お互いを知らない
"So, you may want to revise that.",だから　お前はやり直せる
"You could find me a thousand terrorists, but like I said, we'll never get this through Congress.",千人のテロリストを見つけられた だが　言ったように 議会で可決させる事は 決してないだろう
"Passenger Clark Poundstone routed Washington, DC to Amman, Jordan.",パウンドストーンが ワシントンからヨルダンへ
Unable to save image,画像を保存できません
Victor Von Doom is on here.,ビクター・フォン・ドゥームが載ってる
"Attention, all aircraft in the vicinity of the GW.",ジョージ・ワシントン橋の近くにいる 全ての航空機へ
Why would any of those guys want to kill Teri?,どうして彼らがテリを殺したいと思うわけ？
NetworkManager User Settings Service,コマンド RunnerName
"That's perfection, right there.",（徳井）半さんは （山里）完全試合ですよ
Third class.,三等席
"Yes, of course.",ええ もちろん
You're pretty.,かわいいしー
Thanks for the help.,協力に感謝するよ。
♪ Till I've won every heart ♪,"""皆のハートをつかむ"""
What do you propose we do?,我々にどうして欲しいんだね？
5.300,5.300
There's something in the wound.,- 傷に何かあるわ
"Damn it. I can't go back to jail, and I sure can't solve these problems.",このままじゃ刑務所に逆戻りだ
I'm trying to save them.,私は救おうとしてる
"Okay, okay.",分かった
"I don't think so. You cleaned me out at Umberto's bachelor party. - No more cards for me, pal.",昨夜 あなたに負けて 一文無しですよ
They say Hauru tore her heart out.,ハウルに心臓とられちゃったんだってね。
- I think I do.,- 解るとも
The Hub?,「ハブ」？
Ladies!,どうだ？
"Fοrty secοnds, sir.",４０秒です
The money was drawn by your partner exactly one week after you paid it in.,金は 君が入金した１週間後に 引き出されたそうだ
Consider the chain of custody broken. We need to find out what brought her to New York.,コーウェンはなぜニューヨークに行った？
And you were telling me about what happened on the Unicorn.,ユニコーンで 起こったことを...
Their security detail will be dismantled within the hour.,警備も全て解除される
"You know, I wish I had been old enough to be part of the Forest when you were solving those crimes.",あなたのお力になれる様 早く経験を積みたいです
to meet you in my tender dreams your smile it looks like Mashao suddenly find his singing talent,♪君のその笑顔 最近正夫さん とりつかれたように歌うよね
"Well, there's a culture of doping in US Postal.",そう、USポスタルには ドーピング文化があるわね
There are still some problems to be addressed.,解決すべき問題がいくつかあります
"Please, please I beg you.",頼むから！
"And horses, mules and asses, for you to ride them, and for pomp, and He creates what you do not know.",また（かれは）馬とラバとロバ（を創られた）。これらはあなたがたの乗用と飾りのためである。またかれはあなたがたの知らない，（外の）色々な物を創られた。
How'd it go at the rental place?,レンタカー屋はどう？
- You're gonna have to.,- 何とかしないと
That's not how Krell wanted things done.,- それはクレルが望んだことではない
"- Yeah, something like that.",-ええ、そのような何か。
"Once I lost my mom, a part of me just shut off.",ママを失って 心に穴が空いたの
Four more days.,あと４日後だ
Just make him say it clearly.,（美月）いい いい！ もっと はっきり言わせればいい
Right. First a traffic intersection.,うん　まず交差点
"Don't worry, he's locked up.",心配するな、監禁してある。
"The behaviour of this function, the name of this function, and anything else documented about this function may change without notice in a future release of PHP.",この関数は、 実験的 なステータスにあります。これは、この関数の 動作、関数名、ここで書かれていること全てがPHPの将来のバージョンで予告 なく変更される可能性があることを意味します。注意を喚起するとともに自分 のリスクでこの関数を使用して下さい。
I miss being with him.,奴と居た頃が 懐かしい
I politely suggest you do as I say and give us time to discuss it.,そして我々全てを 殺す計画がないならば 丁寧に提言するが 私に従って貰いたい そして私達に 話合う時間を頂きたい
Good going. Really selling our relationship there.,良かったんじゃない 真に迫るって感じで
"I saw an Eyeborg rushing out, and it attacked me.",EYEBORGが飛び出してきて 僕を襲ったんだ
"Look, Dave, is this you?",デーヴ、イタズラか?
A Blue!,青よ！
-You weren't elected.,ぼくじゃない キング・ジュリアン
General Fellers?,フェラーズ准将
Pretty bloody selfish God.,えらく自分勝手な神ね
We'll find out.,すぐにわかる
"Oh, given that the girl he dragged in here dead is not actually a bag of spuds like he says, then yeah.",彼がここに引きずって来た女性は 実際　彼が言うように袋に入った ジャガイモじゃないんだから　そうだろ
- I didn't mean it like that. I'm sorry.,そうじゃない そんな意味じゃ無い
(CAMERAS CLICKING) Thank you. (SILENT) I never did this.,ありがとう これは特別です　5分だけ
Please give my kind regards to your parents.,ご両親様によろしく。
Is everything okay?,いえ　大丈夫よ
Fat fuck.,重いんだよ
Something they were so eager to destroy that they were willing to kill you too.,彼らが破壊したがってた物だ 君も殺そうとした
The last time... the last time I saw David... we had a fight.,最後にデービッドと 会った時― ケンカしたの
"We don't make deals here, Mr. Swarr.",我々は取引はしない
So We gave him good tidings of a forbearing boy.,それでわれは，優しい思いやりのある男児を（授けるという）昔報を伝えた。
"That's something special, don't you think?",それって特別なものだと 思わない？
You didn't answer the question. How did you know?,質問に答えて
You too!,あなたも！
So let me see if I understand this.,こう言う理解で良いかな
I'll be back later.,また戻ります
Just wait for me here.,ここで待っていて
Like Don Johnson's in Miami Vice. Not red.,マイアミバイスのドン･ジョンソン のように、赤じゃない
Various interested parties think they were destroyed.,様々な利害関係者は 破壊されたと思ってる
Kind of like Napster?,ナップスターみたいな？
"Why didn't you wait ... Just shut up, alright?",いいから少し黙って
Brother!,兄さん！
But it's all closed now.,今は閉鎖
Who did Mr. Diggle talk to?,誰がディグル氏と話をしたの？
Configure the way Konqueror reports itself,Konqueror のブラウザ識別情報を設定Name
Tell me who you are and why you have come all the way to my kingdom and what I can do to make you happy.,諸君らは誰だ？ はるばるわしの王国へ何しに来た？ 望みがあるなら申してみよ
-I spent the whole morning scrubbing.,- 今朝磨いたばかりだ
"HANK"". Not bad for a test drive.",悪くない動きだ
(IN FRENCH) I know you have a gun between your legs.,[武器を隠してるな？ ]
I'll take you up on your offer.,君の申し出を受けよう
Listen.,聞け
"Well, Sookie Stackhouse.",スーキーじゃないか
Hank Prince.,ハンク・プリンスだ
I'm sorry. We don't talk to cops.,警官とは話さん
- Are you sure there's nothing wrong?,大丈夫なの？
"All right, you wanker.",お前は意地が悪い
Cut him and I'll blow your fucking head off.,彼を傷つけたら 頭を打ち抜くわ
"Pull it together, Matchstick.",マッチスティック、しっかりしろ
-We're waiting on new test results.,新しいテスト結果を待っている
The hippies of Village they sell these messes for the price of the cloth.,ゲージュツ気取りが この手のガラクタを... 安く売ってるさ
What would a mere banker know.,たかが銀行員に何が分かんのよ
That's about all you can do really.,それだけ
"I wanted to, but I...",会いたくても...
Morning.,おはよう
Restore...,復元...
"Oh, I'm sorry, guys, the real world needs Ben. Bye.",ああ　ごめんなさい 現実の世界ではベンが必要なの
I was not aware of the regulation two weeks ago.,その時は知りませんでした
He's not answering his phone.,誰も見ていない 電話にも出ない
"Oh, yes.",あぁ そうだ
Is there?,そうかね？
"- I was at the hospital the night you were born, Nathan.",- 何を知っている？ - 君が病院で
Bruce.,ブルース
"Well, just so you know, I'll be fine.",私　別に平気だもん
But something's changed.,でも何かが変わった
Not even a reasonable promise of a job.,仕事を得られる妥当な約束さえも無い
You got to turn around!,戻って
You're gonna do great things.,あなたなら 立派な事が出来る
"You're nothing if not tenacious, but you will break.",かたくなな態度だが 壊れるぞ
What?,何？
"Well, Miss, uh, we're ninjas.",まあ 俺達はニンジャ
I don' t know.,何 も しら ん
It's a collector's item!,これはコレクターズアイテムです！
I hate it... What if the chains don't exist...,ちくしょう　この鎖がなかったらなぁ
